q	0	50	100	150	200	250	300	350	400	450	500	550	600	650	700	750	800	850	900	950	1000	1050	1100	1150	1200	1250	1300	1350	1400	1450	1500	1550	1600	1650	1700	1750	1800	1850	1900	1950	2000	2050	2100	2150	2200	2250	2300	2350	2400	2450	2500	2550	2600	2650	2700	2750	2800	2850	2900	2950	3000	3050	3100	3150	3200	3250	3300	3350	3400	3450	3500	3550	3600	3650	3700	3750	3800	3850	3900	3950	4000	4050	4100	4150	4200	4250	4300	4350	4400	4450	4500	4550	4600	4650	4700	4750	4800	4850	4900	4950	5000
5.96	0	-0.00186895501165661	-0.0037046778077663	-0.00550615659625854	-0.00727239239827094	-0.00900239950976575	-0.010695205958518	-0.0123498539562891	-0.0139654003459748	-0.0155409170435536	-0.0170754914746229	-0.0034226073373805	0.0126582879860514	0.0298969955859785	0.0470270791446513	0.0628691637569318	0.0764006692456725	0.0868086761327805	0.0935241996109225	0.09623763854687	0.0948964749331585	0.0896873554656754	0.0810054518601609	0.0694144587036655	0.0556007596759995	0.0403252065331154	0.0243756554457312	0.00852294508545857	-0.00651756419808902	-0.0201173869876444	-0.0317583611979381	-0.0410478459017974	-0.0477258792999581	-0.0516649308282304	-0.0528632031342486	-0.0514326567128714	-0.0475830464562559	-0.0416032849789594	-0.0338413960015965	-0.0246842083284346	-0.014537783907284	-0.00380938861316582	0.00710838309042178	0.0178509154551209	0.0280920823758867	0.0375519001751734	0.0460014023302696	0.0532649303122284	0.059220120069774	0.0637959211495743	0.0669690171598516	0.0664194218303812	0.0582380187937525	0.0499432971739507	0.0416057250110996	0.0332937278558496	0.0250732483090862	0.0170073907880883	0.00915613923656565	0.00157613606444107	-0.00567948859067033	-0.0125612472246031	-0.0190233938391461	-0.0250239991197832	-0.030525008618536	-0.03549228957805	-0.0398956710192909	-0.0437089807632746	-0.0469100821721368	-0.0494809125764132	-0.0514075245993248	-0.0526801308879413	-0.0532931521061248	-0.0532452674249979	-0.0525394661529721	-0.0511830985693228	-0.0491879234544719	-0.0465701492399791	-0.0433504651277965	-0.0395540579508486	-0.0352106099684245	-0.0303542722174566	-0.0250236074866138	-0.0192614964614492	-0.0131150001285448	-0.00663517115317947	1.23193306994011E-4	0.00710186498051532	0.0142395715654343	0.0214724646582849	0.0287346749896198	0.0359589603848173	0.0430774504114314	0.0500224897523567	0.0567275799150889	0.0631284159198622	0.0691640110872405	0.0747778989726961	0.0799193969010014	0.0845449104964823	0.0886192531813957
5.98	0	-0.00161481120657886	-0.00320227312100435	-0.00476150551627718	-0.00629163755684293	-0.00779180818964916	-0.00926116653256963	-0.0106988722600412	-0.0121040959857417	-0.0134760196421726	-0.0148138368569666	1.51966441085662E-4	0.0170604038415649	0.0346099689943158	0.051537957831396	0.066701340957331	0.0791420637863993	0.0881339642829413	0.0932101295807866	0.094171012654174	0.0910749061977114	0.0842133618907779	0.0740748192211641	0.0613000672008008	0.0466332264752363	0.0308717484021936	0.0148185335359043	-7.61267434350216E-4	-0.0151768331539799	-0.0278403517009575	-0.0382871622446081	-0.0461873043647452	-0.0513489221549049	-0.0537143689820808	-0.0533501469480777	-0.0504319930127095	-0.0452264987395538	-0.0380706352969717	-0.0293504657182488	-0.0194801802755783	-0.00888240620914993	0.00202946289988135	0.0128663848252593	0.0232759053737494	0.0329513742722323	0.0416381646747297	0.0491370562403593	0.055305046575948	0.0600539300258977	0.0633470280483176	0.0651944747047488	0.063488946094565	0.0546872692937922	0.0457577183768799	0.0367721617201666	0.0278001539014074	0.0189085691114368	0.0101613151149041	0.00161911453175482	-0.00666065890663369	-0.0146241004031375	-0.0222208605399476	-0.0294042069949328	-0.0361310691774843	-0.0423620722458158	-0.0480615658437645	-0.053197651848507	-0.0577422144585444	-0.061670955074551	-0.0649634336300162	-0.0676031173060101	-0.0695774369041987	-0.0708778505421008	-0.0714999137614193	-0.0714433545909864	-0.0707121515680784	-0.069314612184616	-0.0672634486791032	-0.0645758475347575	-0.0612735284659963	-0.0573827880800209	-0.0529345227926375	-0.0479642249677828	-0.0425119456537623	-0.0366222167274047	-0.0303439247575739	-0.0237301284958048	-0.016837811634468	-0.00972756238832908	-0.00246317160552302	0.00488885844475537	0.0122599016687688	0.0195798979872696	0.0267781496032726	0.0337842256894731	0.0405289747227658	0.0469456403301459	0.0529710725341009	0.0585470217070584	0.0636214974036623	0.0681501686120555
6	0	-0.00135939204674848	-0.00269755991116611	-0.00401375788315687	-0.00530724607580277	-0.00657729074383562	-0.0078231646015596	-0.00904414714011367	-0.0102395249439492	-0.0114085920064117	-0.0125506500442882	0.00354708267174476	0.0210818007614381	0.0387344371894509	0.0552597893599108	0.0695640415625836	0.0807648280937845	0.0882315649467774	0.0916054474940784	0.090800003061569	0.0859843150630736	0.0775519472164016	0.0660791721898835	0.0522763570969097	0.0369363098416552	0.0208830934559	0.0049243285752214	-0.0101906104316328	-0.0238047811376202	-0.0353792074637944	-0.0445093844347139	-0.0509329559765021	-0.0545292502824357	-0.0553117252261872	-0.0534146257860458	-0.0490752903888093	-0.0426135741294058	-0.0344097993691965	-0.0248825165142386	-0.0144671792001156	-0.0035966276929977	0.00731595041384466	0.0178911369718961	0.0277942428733036	0.0367430638599292	0.0445125451377189	0.0509365943121076	0.0559073758305789	0.0593724816054594	0.0613304044382599	0.0618247470265566	0.0589735128876111	0.0496129046723443	0.0401127013210784	0.0305453108984679	0.0209805954155872	0.0114855831107257	0.00212425517191035	-0.00704260705299942	-0.0159575271257177	-0.0245664023136388	-0.0328185461819522	-0.0406667136734507	-0.0480671160339473	-0.0549794316818803	-0.0613668179551952	-0.0671959276069605	-0.0724369329659304	-0.0770635598256367	-0.08105313236742	-0.0843866297473297	-0.0870487543700986	-0.0890280113200798	-0.0903167979032616	-0.0909115017606045	-0.0908126055261633	-0.0900247955104682	-0.0885570713791456	-0.0864228532601351	-0.0836400821446249	-0.0802313088453687	-0.0762237661439834	-0.0716494181039683	-0.0665449798616413	-0.0609519005524577	-0.0549163014110512	-0.0484888605327948	-0.0417246353425637	-0.0346828135297196	-0.0274263831307092	-0.0200217126314942	-0.0125380324853996	-0.00504681036468438	0.00237898614657593	0.00966574379035126	0.0167401766659795	0.023530416772407	0.0299672169669462	0.0359852567589945	0.0415245362141333	0.0465318374990252
6.02	0	-0.00110423057622207	-0.00219357471078131	-0.00326742339691445	-0.00432516975190033	-0.00536620926129938	-0.00638994002481833	-0.00739576300374114	-0.00838308226982504	-0.00935130525560653	-0.0102998430060045	0.0067389633402082	0.0246941841510733	0.042243210499296	0.0581720030236286	0.0714483599541097	0.0812759822478775	0.0871276435728213	0.0887574633539942	0.0861937470063884	0.079715021187388	0.0698127110833439	0.0571443719463159	0.0424815170576895	0.0266559197911757	0.0105078644549151	-0.00516075654428265	-0.0196262865111318	-0.0322746058543272	-0.0426231255316333	-0.0503333676169063	-0.0552145972058558	-0.0572194253849918	-0.05643263408471	-0.0530546796626827	-0.0473814206783746	-0.0397816004617932	-0.030673514868831	-0.020502130368827	-0.00971770809110626	0.00124324456060268	0.0119741139400238	0.0221110637955297	0.0313425274662241	0.0394153584802128	0.0461378410183357	0.0513798777718046	0.0550707533991588	0.0571949191994042	0.0577862623286823	0.0569213154067718	0.0529523473635608	0.0431019050236824	0.0331027368802803	0.023026920267214	0.0129437993851192	0.0029197801496472	-0.00698180798007329	-0.0167007976372315	-0.0261802296141666	-0.0353663707746494	-0.0442087136690325	-0.0526599662009443	-0.0606760382715044	-0.0682160310150698	-0.0752422330531047	-0.081720127134472	-0.0876184095989734	-0.0929090242880219	-0.0975672118198108	-0.101571574530979	-0.104904156845399	-0.107550540345337	-0.109499952372311	-0.110745386556626	-0.111283733248778	-0.111115917387116	-0.110247040871023	-0.108686526006496	-0.10644825604359	-0.103550708228816	-0.100017074150363	-0.0958753614652592	-0.091158470376036	-0.0859042374871332	-0.0801554389420189	-0.0739597440520003	-0.067369610015777	-0.0604421078416689	-0.0532386692764844	-0.0458247444777506	-0.0382693604072285	-0.0306445705456638	-0.0230247876064556	-0.015485992533793	-0.0081048152792161	-9.57485721377438E-4	0.00588134332486978	0.012339894743552	0.0183506760687003	0.0238519816513664
6.04	0	-8.50813379161487E-4	-0.00169325937156374	-0.00252686709009632	-0.00335116395849979	-0.00416567588012136	-0.00496992741056107	-0.00576344193418135	-0.0065457418444224	-0.00731634872791465	-0.00807478355229532	0.00970648493613994	0.0278741799169006	0.0451162920258476	0.0602633491500421	0.0723565549076461	0.0806951470208528	0.0848618998132909	0.0847273884612228	0.0804350554754805	0.072370203857025	0.061116754965575	0.0474059541958862	0.0320612135611044	0.0159429974753013	-1.02849977809377E-4	-0.0152906013462798	-0.0289319796661301	-0.0404641139240407	-0.0494676360934724	-0.0556750977850238	-0.0589704338142983	-0.0593806221483321	-0.0570609781550046	-0.0522756793127737	-0.0453751559917885	-0.0367719217836381	-0.0269162738448773	-0.0162730920151055	-0.00530072699005275	0.00556728716408218	0.0159372147696441	0.0254665516596638	0.0338718790258361	0.0409332861908809	0.0464956519705365	0.0504671773513122	0.0528156282178874	0.0535627790050788	0.0527775508904188	0.0505683167129455	0.0455268421522885	0.0352627585678288	0.0248431232377232	0.0143388149494554	0.00381784284361895	-0.00665477383126042	-0.0170170676997634	-0.0272101416640311	-0.0371781566703158	-0.0468683000134106	-0.0562307436418787	-0.0652186003106116	-0.0737878839384636	-0.0818974791858818	-0.089509124078272	-0.0965874084644508	-0.10309979020851	-0.109016630255203	-0.114311247067494	-0.118959990391649	-0.122942333840137	-0.126240985375075	-0.128842014404292	-0.130734993848296	-0.131913155180537	-0.132373554067927	-0.13211724382828	-0.13114945346313	-0.129479766508405	-0.127122296365294	-0.12409585312695	-0.120424096206175	-0.116135666302844	-0.111264289441923	-0.105848844984857	-0.099933388697607	-0.0935671211849076	-0.0868042913178934	-0.0797040237453491	-0.0723300592501853	-0.064750396662591	-0.0570368253465703	-0.0492643380186898	-0.0415104149202519	-0.0338541722287903	-0.0263753701380281	-0.0191532793224854	-0.0122654085822125	-0.0057861013591267	2.14985477366149E-4
6.06	0	-6.00571871713463E-4	-0.00119944381270454	-0.00179628370178668	-0.00239075381930031	-0.00298251093954629	-0.00357120642944208	-0.00415648635340805	-0.00473799158448026	-0.00531535792166745	-0.00588821621351088	0.0124313194734392	0.0306034787893676	0.0473409644382801	0.0615318694469711	0.0723018505140233	0.0790541319441492	0.0814869118200446	0.0795894196532366	0.0736192368965039	0.0640644805854273	0.0515950462426404	0.0370073226508651	0.0211666685861293	0.00495153964701384	-0.0107974572415671	-0.0253210484575774	-0.0379755901172805	-0.0482572514320928	-0.0558159051974946	-0.0604591924739898	-0.0621477499256947	-0.0609829702676933	-0.0571889067097821	-0.0510900389004551	-0.0430866059264401	-0.0336291017630051	-0.0231933433226074	-0.0122572847379796	-0.00128048654613344	0.00931312450902491	0.0191488330059797	0.0279109184996086	0.0353487224272023	0.0412792452625247	0.0455866497296965	0.0482191339323383	0.0491836880924333	0.0485392644728283	0.0463888773132865	0.0428711141363742	0.0368188421330182	0.0262236252164113	0.0154680160143459	0.00462084189649034	-0.00625202081059991	-0.0170876812195551	-0.0278262198627406	-0.0384106409331051	-0.0487868034653972	-0.0589033421903216	-0.0687115869517758	-0.0781654878788557	-0.0872215519738476	-0.0958387954262206	-0.103978714792261	-0.111605279183777	-0.118684944774955	-0.125186692247146	-0.131082087227303	-0.136345363315475	-0.140953526917499	-0.144886482777996	-0.148127178823447	-0.150661768653645	-0.152479789741619	-0.153574355098178	-0.153942355810265	-0.153584671457688	-0.152506384938343	-0.15071699767916	-0.148230640573791	-0.145066275268463	-0.141247879619377	-0.136804610280128	-0.131770934463771	-0.126186721987801	-0.120097287785653	-0.113553374199319	-0.106611061607253	-0.0993315953527641	-0.091781116592212	-0.0840302846598531	-0.0761537789337934	-0.0682296690765901	-0.060338644007108	-0.0525630921270612	-0.0449860282581737	-0.0376898665120632	-0.030755042961993	-0.0242584975320884
6.08	0	-3.54874205551837E-4	-7.14830005382382E-4	-0.00107967392524349	-0.00144920290591797	-0.00182320431890169	-0.00220145599069431	-0.00258372623576032	-0.00296977389818185	-0.00335934840207737	-0.00375218981077462	0.0148980455979541	0.0328689265098386	0.0489117990340563	0.0619847682952832	0.0713081205463702	0.0763963944825127	0.0770673455057822	0.0734296892286655	0.0658527943396124	0.0549223739599106	0.0413866915506944	0.02609787810736	0.0099527031676826	-0.00616337836104533	-0.0214257908390763	-0.0351117203398274	-0.0466308759193566	-0.0555455164453731	-0.0615798746897444	-0.0646197371545579	-0.0647034237703289	-0.0620057468998095	-0.0568167165652781	-0.0495168105730463	-0.0405505632580277	-0.0304000682872728	-0.0195597646665197	-0.00851360598406868	0.00228457559085866	0.0124269865536665	0.0215638164216812	0.0294111947699165	0.03575534764485	0.0404532980856124	0.0434305692630958	0.0446764199295927	0.044237174248205	0.0422082069238927	0.0387251160441761	0.0339545666501817	0.0269686426939155	0.0161302242760329	0.00512821368827953	-0.00597143893180578	-0.0171057571512449	-0.0282146872565272	-0.0392410096914271	-0.0501302273236885	-0.0608304427328498	-0.071292234608895	-0.0814685414082676	-0.0913145586607691	-0.10078765477402	-0.109847308845646	-0.118455072862157	-0.126574559725294	-0.134171457784379	-0.141213571945809	-0.14767089095541	-0.153515680081372	-0.158722598140209	-0.163268837580838	-0.167134286148418	-0.170301708466798	-0.172756945684385	-0.174489131102575	-0.175490919429945	-0.175758726962702	-0.175292979568572	-0.174098364836351	-0.172184084139549	-0.16956409964683	-0.166257370496371	-0.162288071443849	-0.157685786309363	-0.152485667509854	-0.146728551901946	-0.14046102211651	-0.133735401591722	-0.126609670667625	-0.119147290464314	-0.111416920909943	-0.10349201930472	-0.0954503063006733	-0.0873730872461639	-0.0793444185909447	-0.0714501115698329	-0.0637765687677209	-0.0564094534855724	-0.0494321971202764
6.1	0	-1.15017829089844E-4	-2.41977284476556E-4	-3.80822664075613E-4	-5.31484637072207E-4	-6.93880182834782E-4	-8.67912540872014E-4	-0.00105347117194492	-0.0012504317303931	-0.00145865604778849	-0.00167799212794873	0.0170942291557107	0.0346625596741125	0.0498305879334307	0.0616381875496249	0.0694094610801271	0.0727763777987273	0.0716790392134745	0.0663450940648633	0.0572520127186517	0.0450766859304381	0.0306371408531168	0.0148311061877197	-0.00142422923016143	-0.0172475571471826	-0.0318409854878911	-0.0445277506070792	-0.0547789824097558	-0.06222923782862	-0.0666812533552729	-0.0681009650984405	-0.0666042870949331	-0.0624374210881452	-0.055952601148845	-0.0475811708110799	-0.0378057715284217	-0.0271332154270786	-0.01606934980527	-0.00509692187432061	0.00534285644361801	0.014864642212867	0.0231490645216959	0.0299487026510587	0.0350902358353009	0.0384732044819822	0.0400659192353411	0.0398991069472357	0.0380578964727136	0.0346727285134429	0.0299097294066388	0.0239610258137624	0.0161327346084082	0.00514348133391569	-0.0060112848946951	-0.0172692782335578	-0.02857114786648	-0.0398603435070569	-0.0510829549906097	-0.0621875398350323	-0.0731249502512042	-0.0838481688585342	-0.0943121603484346	-0.104473744559681	-0.114291494892485	-0.123725664689266	-0.132738143138098	-0.141292441391699	-0.149353708918868	-0.156888779591657	-0.163866246634337	-0.17025656529243	-0.176032181895274	-0.18116768785746	-0.18563999706786	-0.189428545025654	-0.192515507977889	-0.194886040171225	-0.196528527131932	-0.197434852614903	-0.197600676498965	-0.197025720438968	-0.195714057505375	-0.193674401343452	-0.190920389565517	-0.187470855155545	-0.183350078626844	-0.178588012549265	-0.173220468880183	-0.16728925833058	-0.160842269822198	-0.153933477003296	-0.146622857860292	-0.138976212773217	-0.131064866007969	-0.122965235720609	-0.114758258178251	-0.106528653190502	-0.0983640198072771	-0.0903537542784384	-0.0825877861798899	-0.07515513355938
6.12	0	1.17777253649486E-4	2.16710933673888E-4	2.96720586504968E-4	3.57743467573858E-4	3.99734678773509E-4	4.22667292396238E-4	4.26532461411295E-4	4.11339515956556E-4	3.77116045907865E-4	3.23907969449774E-4	0.0190104729052577	0.0359815875854791	0.0501062010682007	0.0605168884069565	0.0666496573239205	0.0682587358336963	0.0654079754918147	0.0584420186233326	0.0479414535154383	0.0346667995363514	0.0194963441696171	0.0033626469540888	-0.0128079958368783	-0.0281495819290004	-0.0419012752015457	-0.0534414099677796	-0.0623098424109813	-0.0682187068046186	-0.0710523497424231	-0.0708577755564563	-0.0678273275700907	-0.0622755539020328	-0.0546122756327785	-0.045313810092607	-0.0348941290538344	-0.0238774795072673	-0.0127736923802211	-0.00205707903300045	0.00785050968139686	0.0165921922275646	0.0238841342800762	0.0295194234457204	0.0333681455598423	0.0353741934323864	0.0355494161381239	0.0339657497160693	0.0307459646694214	0.0260536291584756	0.0200828268511515	0.0130480924834484	0.00448133223445836	-0.00656302726051745	-0.017773910962625	-0.0290934345349385	-0.0404665471260158	-0.0518408165941717	-0.0631662011394455	-0.0743948204441346	-0.0854807368764017	-0.0963797549991579	-0.107049245576751	-0.117447998496993	-0.127536107524873	-0.13727488856581	-0.146626832122703	-0.155555589858858	-0.16402599460212	-0.172004112715898	-0.179457327491642	-0.186354452055954	-0.192665870205833	-0.198363703560436	-0.203422003421183	-0.207816965739354	-0.211527167577955	-0.214533823400683	-0.21682105940451	-0.218376203914869	-0.219190091566492	-0.219257378583801	-0.218576865940268	-0.217151826507703	-0.214990331499589	-0.212105570568061	-0.208516158839105	-0.204246422979385	-0.199326657104083	-0.193793337991437	-0.187689287710345	-0.181063770448862	-0.173972509122618	-0.166477606324958	-0.158647353449788	-0.150555911479775	-0.142282847102759	-0.133912508620624	-0.125533227672853	-0.117236335233906	-0.109114983772471	-0.101262771976702
6.14	0	3.4237449278136E-4	6.58998961210259E-4	9.49659135805519E-4	0.00121416255135597	0.00145233875995171	0.00166403952799477	0.00184913901700411	0.00200753394805611	0.00213914374967766	0.00224391068907921	0.0206404353679415	0.0368283210210026	0.0497543703956276	0.0586538448531664	0.0630815516950952	0.0629174555593451	0.058349152786645	0.0498349675469087	0.03805237537511	0.0238369286306964	0.00811688314056036	-0.00815163053856892	-0.0240447010512331	-0.0387226630551745	-0.0514716936356452	-0.0617336085463293	-0.0691234321165013	-0.0734351499403618	-0.074636739514984	-0.0728560874754953	-0.068359735815612	-0.0615265601117778	-0.0528184877652451	-0.0427502387367777	-0.0318598447211831	-0.020681406299855	-0.00972121153620754	5.62008836639059E-4	0.00977225175292522	0.0175867076287498	0.0237616568244901	0.0281341463995469	0.0306199570195129	0.0312084762585493	0.0299551506575065	0.0269722006191214	0.0224182568951315	0.0164875231319668	0.00939899387686401	0.00138616937925949	-0.0078042752933109	-0.0188057911761708	-0.0299743017627264	-0.0412570012655692	-0.0526037525696069	-0.0639667967228462	-0.0753004616127772	-0.0865608819097364	-0.09770573970432	-0.108694032903689	-0.119485876398956	-0.130042339274733	-0.140325319892576	-0.150297459523982	-0.159922094311338	-0.169163244668575	-0.17798564076688	-0.186354782453697	-0.194237031794284	-0.201599736374386	-0.208411381530824	-0.214641769756653	-0.220262225632433	-0.225245824740495	-0.229567645100975	-0.233205039704805	-0.236137928688473	-0.238349109578485	-0.239824583811828	-0.240553897395727	-0.24053049309141	-0.239752070881081	-0.23822095269704	-0.235944446454021	-0.232935203332907	-0.229211561026032	-0.224797864289504	-0.219724752684508	-0.214029403866929	-0.207755719254692	-0.200954437430556	-0.193683159304515	-0.186006267958496	-0.177994725334792	-0.169725727628967	-0.161282201538236	-0.152752124534304	-0.14422765421329	-0.135804054657691	-0.127578411746066
6.16	0	5.57726043557565E-4	0.00108282912297603	0.00157496419300708	0.00203381210080394	0.00245907987331056	0.00285050098612256	0.00320783561359039	0.00353087085996773	0.00381942097138111	0.00407332752847093	0.0219808191165553	0.0372100493504342	0.048797404505261	0.0560897540908922	0.0587663211627073	0.056834887275232	0.0506053708170588	0.0406451243750428	0.0277210995279208	0.0127343364833979	-0.00334790041849838	-0.0195575260871568	-0.0349845439362784	-0.0488263871963132	-0.0604256575788093	-0.0692952582499404	-0.0751308697563059	-0.0778115345771413	-0.0773897625808488	-0.0740730283422885	-0.0681988008718679	-0.0602053391632621	-0.0506004256009865	-0.0399300229023592	-0.0287485615151713	-0.0175922263377561	-0.00695624543363034	0.00272318347073474	0.011082037922767	0.0178367023737159	0.0227875573193977	0.0258183955916459	0.0268922759205239	0.0260445082698094	0.0233734989299047	0.0190301731737751	0.0132066478716275	0.00612475468042918	-0.00197507505576134	-0.0108441517450942	-0.020534507898076	-0.0313942009503684	-0.0424211777710584	-0.0535683186049786	-0.0647909450264572	-0.0760464594707217	-0.0872939969875641	-0.098494100052225	-0.109608424548781	-0.120599482667941	-0.131430426439986	-0.142064873946265	-0.152466778900491	-0.16260034323809	-0.172429971567673	-0.181920265790227	-0.191036057845135	-0.199742478363867	-0.208005058969721	-0.215789866023997	-0.223063663756246	-0.229794104900844	-0.235949947168197	-0.241501294081673	-0.246419858887657	-0.250679250373647	-0.25425527948695	-0.257126285613917	-0.259273481237676	-0.260681313422982	-0.26133784016393	-0.261235119059775	-0.260369605045239	-0.258742552987319	-0.256360419869308	-0.253235260019176	-0.249385105416677	-0.244834321554067	-0.239613927662987	-0.233761868401541	-0.22732322238171	-0.220350331284164	-0.212902831847315	-0.205047571837937	-0.196858390334965	-0.188415742422144	-0.179806148835294	-0.17112145239786	-0.162457865355297	-0.153914795127991
6.18	0	7.62877237764911E-4	0.00148633047466046	0.00216988760328027	0.00281310646694817	0.00341557521985563	0.00397691266616985	0.00449676857783223	0.00497482399082497	0.00541079147962557	0.00580441540967109	0.0230313291028399	0.0371388679624539	0.0472638374825849	0.0528724701781651	0.0537726727732439	0.0501006947040194	0.0422859442013042	0.0309988535322422	0.0170873393790517	0.00150754422373045	-0.0147457570945148	-0.0307043565848531	-0.0454835954612517	-0.0583283595147807	-0.0686464162584893	-0.076028480923649	-0.0802553464243833	-0.0812932001232661	-0.0792788476562896	-0.0744969600510638	-0.0673516600410512	-0.0583347849916928	-0.0479930346941294	-0.0368959655783095	-0.0256064640188426	-0.0146549550457642	-0.00451821063853441	0.00439675903384682	0.011763596073973	0.0173424313791417	0.0209810733995152	0.0226121350021636	0.0222468023049818	0.0199660097387959	0.01590979520684	0.0102655765971436	0.00325602548768653	-0.00487287480243342	-0.013863102583677	-0.0234548274157531	-0.0335143698134545	-0.0441334563684001	-0.0549202758557928	-0.0658339241645657	-0.0768356505349603	-0.0878884340337228	-0.0989565853384364	-0.110005383211227	-0.121000752301349	-0.131908986571267	-0.142696520685677	-0.153329750118556	-0.16377489949252	-0.173997937734108	-0.183964537972329	-0.193640079688363	-0.202989690405033	-0.211978324149818	-0.220570874001104	-0.22873231620249	-0.236427883574913	-0.243623266243932	-0.25028483800427	-0.256379906941828	-0.261876989202237	-0.266746105012914	-0.270959096211643	-0.274489964588439	-0.277315230289167	-0.279414309340001	-0.280769909013318	-0.28136843925164	-0.28120043768276	-0.280261004885422	-0.27855024549474	-0.276073709469484	-0.272842826386823	-0.268875324000312	-0.264195620521533	-0.258835178205067	-0.252832803885569	-0.246234880205547	-0.239095509471543	-0.231476550490598	-0.223447527491819	-0.21508538946921	-0.206474098145104	-0.197704023412035	-0.188871126732241	-0.180075915723256
6.2	0	9.56970261171705E-4	0.00186782592761031	0.00273197218595541	0.00354884817904224	0.00431792743679041	0.00503871828357747	0.0057107642217825	0.00633364429122396	0.00690697340418969	0.00743040265582884	0.0237946019148194	0.0366314584426344	0.0451880165419385	0.0490563678592599	0.0481759670615559	0.0428107373876509	0.0335053595245843	0.0210261631747156	0.0062925137711139	-0.00969545007889026	-0.0259273422361067	-0.0414467335801648	-0.0554054755156138	-0.067105718770933	-0.0760283511018877	-0.0818476502511174	-0.0844328808239609	-0.0838383110612779	-0.0802836643098083	-0.074127345917612	-0.0658349109797032	-0.0559451858025884	-0.0450362584469385	-0.0336932480072426	-0.022479386156059	-0.0119115338057426	-0.00244084235982898	0.0055611207289231	0.0118108084541679	0.0161160079629783	0.0183745706791339	0.0185692553224482	0.0167594733100719	0.0130707607471524	0.00768278604844424	8.16646980488486E-4	-0.00727787411317621	-0.0163345328644214	-0.0260818743137781	-0.0362531818161738	-0.0465463717198777	-0.0568275032019006	-0.0672772927418352	-0.0778614965079175	-0.0885476784394993	-0.0993047315779962	-0.110102437631796	-0.120911072514752	-0.131701062881576	-0.142442696406874	-0.153105886699189	-0.163659992278271	-0.174073687936705	-0.184314886016253	-0.194350704613517	-0.20414747944786	-0.213670816037623	-0.222885678901478	-0.231756514696028	-0.240247406487085	-0.24832225670161	-0.255944996693881	-0.26307982125878	-0.269691446814405	-0.275745392334229	-0.281208282414687	-0.286048172097474	-0.290234893206348	-0.293740421986333	-0.29653926772859	-0.298608881807738	-0.299930086131266	-0.300487519386059	-0.300270098650322	-0.299271492909751	-0.297490603768819	-0.294932047182929	-0.2916066283646	-0.28753180015737	-0.282732093158054	-0.277239503749272	-0.271093824044644	-0.264342895631618	-0.257042767023826	-0.249257733028231	-0.241060232933061	-0.232530583689217	-0.223756524262925	-0.214832548262829	-0.205859003975018
6.22	0	0.00113924702920085	0.00222583776613277	0.00325905965572936	0.00423823802838702	0.00516273659923543	0.0060319579414426	0.00684534393319386	0.00760237617803982	0.00830257639826554	0.00894550680102641	0.0242761071330643	0.0357088244068797	0.0426096335358025	0.044701644239022	0.0420572797240433	0.0350658984885479	0.0243818914932935	0.0108591467090538	-0.00452193663510441	-0.0207289212936754	-0.0367479675098528	-0.0516462502121607	-0.0646229112349593	-0.075046509170424	-0.0824781127150484	-0.0866802576809272	-0.0876128921154543	-0.0854181299544777	-0.0803961048571469	-0.0729744650751684	-0.0636740957178449	-0.0530735263296626	-0.0417742161992732	-0.0303685473239218	-0.0194119351993465	-0.00940002722905308	-7.51529072087394E-4	0.00620319415939029	0.01122793401393	0.0141813375897557	0.0150131570593533	0.0137568494730258	0.0105193923020551	0.00546918788444587	-0.00117711055834872	-0.00916809641283361	-0.0182307796759678	-0.0280828980794783	-0.0384439638583479	-0.0490447649793138	-0.0594334550128381	-0.0692819532240017	-0.0793007935096255	-0.089462746182636	-0.0997419902834152	-0.110113588549552	-0.12055301316973	-0.131035728260882	-0.14153683236171	-0.152030762066637	-0.162491056201512	-0.172890178626716	-0.183199396800653	-0.193388712600763	-0.203426841534542	-0.213281236335405	-0.222918150986617	-0.232302741412927	-0.241399199389965	-0.250170916614957	-0.258580676331411	-0.266590870380212	-0.27416374003738	-0.281261639473565	-0.287847321112188	-0.29388424255254	-0.299336895041935	-0.304171153707395	-0.308354649872737	-0.311857165770616	-0.314651051790714	-0.316711666064198	-0.31801783565114	-0.318552337853738	-0.318302399208617	-0.317260208505297	-0.315423438729985	-0.312795771147227	-0.309387412819451	-0.305215596751585	-0.30030505157466	-0.294688425305759	-0.288406645317856	-0.281509194318737	-0.274054279991622	-0.266108874131485	-0.257748595781166	-0.249057412209496	-0.240127131773235	-0.231056663967318
